@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,INDICATOR,Frequency,Reference Area,Indicator
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-01,1950-01-01,2.83,2.83,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-02,1950-02-01,2.81,2.81,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-03,1950-03-01,2.82,2.82,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-04,1950-04-01,2.82,2.82,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-05,1950-05-01,2.81,2.81,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-06,1950-06-01,2.83,2.83,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-07,1950-07-01,2.93,2.93,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-08,1950-08-01,2.81,2.81,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-09,1950-09-01,2.84,2.84,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-10,1950-10-01,2.82,2.82,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-11,1950-11-01,2.96,2.96,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1950-12,1950-12-01,3.01,3.01,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-01,1951-01-01,3.0,3.0,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-02,1951-02-01,3.01,3.01,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-03,1951-03-01,3.22,3.22,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-04,1951-04-01,3.23,3.23,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-05,1951-05-01,3.24,3.24,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-06,1951-06-01,3.24,3.24,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-07,1951-07-01,3.23,3.23,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-08,1951-08-01,3.23,3.23,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-09,1951-09-01,3.24,3.24,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-10,1951-10-01,3.24,3.24,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-11,1951-11-01,3.42,3.42,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1951-12,1951-12-01,3.49,3.49,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-01,1952-01-01,3.48,3.48,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-02,1952-02-01,3.52,3.52,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-03,1952-03-01,3.53,3.53,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-04,1952-04-01,3.5,3.5,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-05,1952-05-01,3.46,3.46,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-06,1952-06-01,3.54,3.54,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-07,1952-07-01,3.61,3.61,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-08,1952-08-01,3.65,3.65,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-09,1952-09-01,3.65,3.65,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-10,1952-10-01,3.61,3.61,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-11,1952-11-01,3.6,3.6,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1952-12,1952-12-01,3.61,3.61,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-01,1953-01-01,3.68,3.68,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-02,1953-02-01,3.67,3.67,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-03,1953-03-01,3.68,3.68,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-04,1953-04-01,3.69,3.69,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-05,1953-05-01,3.73,3.73,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-06,1953-06-01,3.76,3.76,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-07,1953-07-01,3.75,3.75,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-08,1953-08-01,3.77,3.77,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-09,1953-09-01,3.77,3.77,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-10,1953-10-01,3.7,3.7,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-11,1953-11-01,3.65,3.65,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1953-12,1953-12-01,3.61,3.61,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-01,1954-01-01,3.55,3.55,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-02,1954-02-01,3.39,3.39,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-03,1954-03-01,3.11,3.11,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-04,1954-04-01,3.15,3.15,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-05,1954-05-01,3.14,3.14,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-06,1954-06-01,3.12,3.12,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-07,1954-07-01,3.09,3.09,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-08,1954-08-01,3.08,3.08,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-09,1954-09-01,3.11,3.11,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-10,1954-10-01,3.12,3.12,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-11,1954-11-01,3.12,3.12,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1954-12,1954-12-01,3.13,3.13,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-01,1955-01-01,3.13,3.13,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-02,1955-02-01,3.06,3.06,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-03,1955-03-01,3.02,3.02,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-04,1955-04-01,3.06,3.06,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-05,1955-05-01,3.06,3.06,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-06,1955-06-01,3.05,3.05,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-07,1955-07-01,2.89,2.89,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-08,1955-08-01,3.19,3.19,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-09,1955-09-01,3.22,3.22,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-10,1955-10-01,3.22,3.22,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-11,1955-11-01,3.34,3.34,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1955-12,1955-12-01,3.4,3.4,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-01,1956-01-01,3.3,3.3,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-02,1956-02-01,3.28,3.28,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-03,1956-03-01,3.41,3.41,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-04,1956-04-01,3.54,3.54,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-05,1956-05-01,3.52,3.52,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-06,1956-06-01,3.4,3.4,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-07,1956-07-01,3.6,3.6,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-08,1956-08-01,3.79,3.79,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-09,1956-09-01,3.88,3.88,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-10,1956-10-01,3.88,3.88,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-11,1956-11-01,3.93,3.93,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1956-12,1956-12-01,3.97,3.97,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1957-01,1957-01-01,4.14,4.14,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1957-02,1957-02-01,3.98,3.98,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1957-03,1957-03-01,4.0,4.0,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
monthly,IMF,MFS,Monetary and Financial Statistics (MFS),M.CA.FIGB_PA,"Monthly – Canada – Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum",1957-04,1957-04-01,4.06,4.06,M,CA,FIGB_PA,Monthly,Canada,"Financial, Interest Rates, Government Securities, Government Bonds, Percent per annum"
