@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,INDICATOR,REF_AREA,frequency (label),indicator (label),country (label)
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2020-Q2,2020-04-01,510672.702904327,510672.702904327,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2020-Q3,2020-07-01,655745.06953712,655745.06953712,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2020-Q4,2020-10-01,732330.084452132,732330.084452132,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2021-Q1,2021-01-01,775371.789801517,775371.789801517,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2021-Q2,2021-04-01,693649.301187535,693649.301187535,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2021-Q3,2021-07-01,781205.99528135,781205.99528135,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2021-Q4,2021-10-01,823983.173341109,823983.173341109,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2022-Q1,2022-01-01,847680.267774181,847680.267774181,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2022-Q2,2022-04-01,847238.28277562,847238.28277562,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2022-Q3,2022-07-01,849063.641653861,849063.641653861,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2022-Q4,2022-10-01,837391.771543034,837391.771543034,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2023-Q1,2023-01-01,856023.534767109,856023.534767109,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2023-Q2,2023-04-01,859732.714041136,859732.714041136,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2023-Q3,2023-07-01,NA,,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-IND,"Quarterly – GDP,current US$,millions,seas. adj., – India",2023-Q4,2023-10-01,NA,,Q,NYGDPMKTPSACD,IN,Quarterly,"GDP,current US$,millions,seas. adj.,",India
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1987-Q1,1987-01-01,150925.969613334,150925.969613334,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1987-Q2,1987-04-01,158266.100108358,158266.100108358,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1987-Q3,1987-07-01,158331.130593655,158331.130593655,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1987-Q4,1987-10-01,175248.713441992,175248.713441992,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1988-Q1,1988-01-01,184242.608415168,184242.608415168,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1988-Q2,1988-04-01,184439.109769674,184439.109769674,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1988-Q3,1988-07-01,172862.125235356,172862.125235356,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1988-Q4,1988-10-01,185994.431872807,185994.431872807,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1989-Q1,1989-01-01,184583.680829013,184583.680829013,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1989-Q2,1989-04-01,179866.223439877,179866.223439877,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1989-Q3,1989-07-01,185430.72317157,185430.72317157,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1989-Q4,1989-10-01,201599.269265676,201599.269265676,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1990-Q1,1990-01-01,222843.431821335,222843.431821335,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1990-Q2,1990-04-01,225904.332992259,225904.332992259,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1990-Q3,1990-07-01,242349.254092022,242349.254092022,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1990-Q4,1990-10-01,257877.679216178,257877.679216178,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1991-Q1,1991-01-01,268678.88033537,268678.88033537,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1991-Q2,1991-04-01,236217.875107529,236217.875107529,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1991-Q3,1991-07-01,239504.433159553,239504.433159553,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1991-Q4,1991-10-01,263032.21883022,263032.21883022,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1992-Q1,1992-01-01,269752.388702696,269752.388702696,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1992-Q2,1992-04-01,269214.893898922,269214.893898922,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1992-Q3,1992-07-01,298417.760194539,298417.760194539,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1992-Q4,1992-10-01,272232.349588521,272232.349588521,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1993-Q1,1993-01-01,259174.651939293,259174.651939293,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1993-Q2,1993-04-01,264014.593114305,264014.593114305,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1993-Q3,1993-07-01,252450.715654492,252450.715654492,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1993-Q4,1993-10-01,252960.219015496,252960.219015496,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1994-Q1,1994-01-01,254043.827353839,254043.827353839,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1994-Q2,1994-04-01,267569.001353613,267569.001353613,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1994-Q3,1994-07-01,286314.556234169,286314.556234169,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1994-Q4,1994-10-01,293913.807659438,293913.807659438,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1995-Q1,1995-01-01,307695.976686276,307695.976686276,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1995-Q2,1995-04-01,329248.197221616,329248.197221616,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1995-Q3,1995-07-01,333137.67253297,333137.67253297,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1995-Q4,1995-10-01,343008.027777344,343008.027777344,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1996-Q1,1996-01-01,339358.668767752,339358.668767752,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1996-Q2,1996-04-01,333598.283971266,333598.283971266,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1996-Q3,1996-07-01,341042.440393134,341042.440393134,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1996-Q4,1996-10-01,336244.336459337,336244.336459337,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1997-Q1,1997-01-01,315463.030464708,315463.030464708,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1997-Q2,1997-04-01,309825.397541328,309825.397541328,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1997-Q3,1997-07-01,299152.978205188,299152.978205188,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1997-Q4,1997-10-01,312722.699268589,312722.699268589,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1998-Q1,1998-01-01,302519.624758303,302519.624758303,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1998-Q2,1998-04-01,310854.040107833,310854.040107833,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1998-Q3,1998-07-01,316899.053271482,316899.053271482,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1998-Q4,1998-10-01,337612.414385698,337612.414385698,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1999-Q1,1999-01-01,324416.86496977,324416.86496977,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1999-Q2,1999-04-01,307237.161355263,307237.161355263,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1999-Q3,1999-07-01,308566.444342316,308566.444342316,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",1999-Q4,1999-10-01,310790.219166462,310790.219166462,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2000-Q1,2000-01-01,300699.02283579,300699.02283579,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2000-Q2,2000-04-01,288401.235057806,288401.235057806,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2000-Q3,2000-07-01,281690.042385144,281690.042385144,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2000-Q4,2000-10-01,277019.479489893,277019.479489893,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2001-Q1,2001-01-01,297903.706863429,297903.706863429,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2001-Q2,2001-04-01,283991.661398611,283991.661398611,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2001-Q3,2001-07-01,291186.560721578,291186.560721578,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2001-Q4,2001-10-01,294557.132175012,294557.132175012,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2002-Q1,2002-01-01,292233.242518412,292233.242518412,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2002-Q2,2002-04-01,309061.946956868,309061.946956868,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2002-Q3,2002-07-01,334006.956942282,334006.956942282,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2002-Q4,2002-10-01,341347.794300015,341347.794300015,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2003-Q1,2003-01-01,369575.518348255,369575.518348255,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2003-Q2,2003-04-01,394436.209971762,394436.209971762,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2003-Q3,2003-07-01,395602.757995837,395602.757995837,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2003-Q4,2003-10-01,419821.768334164,419821.768334164,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2004-Q1,2004-01-01,446039.398213518,446039.398213518,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2004-Q2,2004-04-01,437448.065169406,437448.065169406,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2004-Q3,2004-07-01,443508.0856287,443508.0856287,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2004-Q4,2004-10-01,476193.077170391,476193.077170391,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2005-Q1,2005-01-01,480965.687634941,480965.687634941,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2005-Q2,2005-04-01,467211.50209896,467211.50209896,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2005-Q3,2005-07-01,457679.945429755,457679.945429755,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2005-Q4,2005-10-01,452839.515880051,452839.515880051,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2006-Q1,2006-01-01,457695.700443389,457695.700443389,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2006-Q2,2006-04-01,485801.682070164,485801.682070164,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-ITA,"Quarterly – GDP,current US$,millions,seas. adj., – Italy",2006-Q3,2006-07-01,498073.737986374,498073.737986374,Q,NYGDPMKTPSACD,IT,Quarterly,"GDP,current US$,millions,seas. adj.,",Italy
