,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,Year sin,Year cos
,CA,CA,CN,CN,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,CA,CA,CN,CN,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,CA,CA,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,CA,CA,CN,CN,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,CA,CA,CN,CN,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,,
,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,,
period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-04,-2259.7649992085467,-24.69772286950638,24834.0821327458,0.0,6813.334943072981,54.5953080338395,398.5328808073506,6.928202813629298,432.2322805141201,-54.111082255680344,-1062.0434733095876,-1.7399771987049917,111.6914215384941,90.4622513175635,19305.9484907662,0.0,-19.36666031376348,36.388394101824474,2313.33,0.0,-34555.279549078965,-165.3032911726259,-2258.2999295556583,-24.723762853001517,23836.1897545938,0.0,7008.809244860229,54.85634632700294,398.5328808073506,6.928202813629298,432.2322805141201,-54.111082255680344,-1062.0434733095876,-1.7399771987049917,124.71168036842936,93.39911983696929,20894.2190144932,0.0,-19.36666031376348,36.388394101824474,1996.33,0.0,-34555.279549078965,-165.3032911726259,10.397918344352226,-0.03448850222593336,6.447264685647229,-0.01913858497645471,10.312533686890252,-0.0658610496265073,10.4807149616617,-0.03239606187702471,9.036783958916716,-0.00036712871807864644,13.066067354471608,-0.06989102754470089,2.1,0.0,12.226937705026996,-0.026094088005775617,8.79,0.0,9.475556083116116,-0.05689963529165354,103187.381146428,0.0,110902.210110781,0.0,305662.596054793,0.0,237856.863733743,0.0,182001.384262501,0.0,94917.4491853418,0.0,150925.969613334,0.0,591214.930006081,0.0,32792.3999409979,0.0,22530.3194404656,0.0,1180600.0,0.0,4.161292477573372,-0.010248120764523527,21.1000108182218,0.0,1.3182801780742426,-0.04220679453700105,4.439402590243948,-0.07025910188669116,4.697712678633104,-0.06668965711951103,7.237064672438857,0.043810660506172105,8.194374721600182,-0.07877561066391081,1.3188598853197204,-0.02372446696864805,2.8029076307857745,0.007814624718557539,850.456898127562,0.0,3.10750013491628,-0.04035103775239435,0.8539612889369264,-0.5203365420544509
1986-05-11,-2283.8570463820097,-24.092047173463015,24834.0821327458,0.0,6866.477789711771,53.142846638789706,406.1423117216619,7.609430914311304,376.776592801624,-55.45568771249606,-1063.452037338083,-1.408564028495448,206.4109178540179,94.7194963155238,19305.9484907662,0.0,18.268574157561908,37.63523447132539,2313.33,0.0,-34726.447434514,-171.16788543503208,-2282.4212738079823,-24.12134425232398,23836.1897545938,0.0,7062.245233811768,53.435988951539,406.1423117216619,7.609430914311304,376.776592801624,-55.45568771249606,-1063.452037338083,-1.408564028495448,222.3696299926313,97.65794962420195,20894.2190144932,0.0,18.268574157561908,37.63523447132539,1996.33,0.0,-34726.447434514,-171.16788543503208,10.363802412603741,-0.034115931748484485,6.428006511715457,-0.01925817393177276,10.245732705901373,-0.06680098098887832,10.447611058869084,-0.033103902792616324,9.036340499168414,-0.0004434597483022884,12.994720835950092,-0.07134651852151563,2.1,0.0,12.201247748064839,-0.025689956962157368,8.79,0.0,9.418684590812866,-0.05687149230324984,103187.381146428,0.0,110902.210110781,0.0,305662.596054793,0.0,237856.863733743,0.0,182001.384262501,0.0,94917.4491853418,0.0,150925.969613334,0.0,591214.930006081,0.0,32792.3999409979,0.0,22530.3194404656,0.0,1180600.0,0.0,4.150577855811103,-0.010714621762269338,21.1000108182218,0.0,1.2753830086296523,-0.04289716944459032,4.368269874959062,-0.07113271528488596,4.628998034810409,-0.06871464382269465,7.281299928682684,0.044235256243827514,8.113937045446015,-0.08043767615416719,1.2948193049868553,-0.024040580332865158,2.810407003349301,0.007499372563526396,850.456898127562,0.0,3.065721311638237,-0.04177882327804294,0.7852698522008733,-0.6191536636606607
1986-05-18,-2307.366273546168,-23.509227164158347,24834.0821327458,0.0,6918.2229848196985,51.74519510792743,414.4072640158143,8.264952294152408,320.0270394609357,-56.749553340688294,-1064.5416943537718,-1.089657015688772,305.22700841254846,98.81609055853056,19305.9484907662,0.0,57.10359841832863,38.83502426076672,2313.33,0.0,-34903.258608767195,-176.81117425319826,-2305.9629322371084,-23.541658429126073,23836.1897545938,0.0,7114.31446377959,52.06922996782214,414.4072640158143,8.264952294152408,320.0270394609357,-56.749553340688294,-1064.5416943537718,-1.089657015688772,324.1256988457474,101.75606885311612,20894.2190144932,0.0,57.10359841832863,38.83502426076672,1996.33,0.0,-34903.258608767195,-176.81117425319826,10.330044992069324,-0.03375742053441755,6.408633261619119,-0.01937325009633728,10.178027262658144,-0.06770544324322891,10.413826026138851,-0.0337850327302327,9.03582358880613,-0.0005169103622844062,12.921973750639621,-0.07274708531047125,2.1,0.0,12.175946671918158,-0.025301076146680757,8.79,0.0,9.361840179498378,-0.05684441131448814,103187.381146428,0.0,110902.210110781,0.0,305662.596054793,0.0,237856.863733743,0.0,182001.384262501,0.0,94917.4491853418,0.0,150925.969613334,0.0,591214.930006081,0.0,32792.3999409979,0.0,22530.3194404656,0.0,1180600.0,0.0,4.139414336862356,-0.011163518948746898,21.1000108182218,0.0,1.2318215161607915,-0.04356149246886076,4.2962965128193025,-0.0719733621397598,4.55833481887722,-0.07066321593318925,7.325943758183515,0.044643829500830456,8.031900023254115,-0.08203702219189957,1.2704745400959703,-0.024344764890884996,2.817603020065576,0.007196016716275011,850.456898127562,0.0,3.022568581533718,-0.0431527301045187,0.7052050875567752,-0.7090033740991937
1986-05-25,-2330.314673909009,-22.948400362840857,24834.0821327458,0.0,6968.623269964172,50.400285144473855,423.3030010339101,8.895737018095815,262.0324456101554,-57.99459385078035,-1065.3244785835852,-0.7827842298133874,407.9851047518053,102.75809633925684,19305.9484907662,0.0,97.09313738207351,39.98953896374488,2313.33,0.0,-35085.500117543204,-182.24150877600914,-2328.9467797798497,-22.983847542741387,23836.1897545938,0.0,7165.068510574607,50.75404679501662,423.3030010339101,8.895737018095815,262.0324456101554,-57.99459385078035,-1065.3244785835852,-0.7827842298133874,429.8252409188629,105.69954207311548,20894.2190144932,0.0,97.09313738207351,39.98953896374488,1996.33,0.0,-35085.500117543204,-182.24150877600914,10.296632554023832,-0.033412438045491655,6.3891492778549805,-0.019483983764138735,10.109451487811675,-0.06857577484646882,10.379385566487542,-0.03444045965130904,9.035235999551153,-0.0005875892549767059,12.84787895011718,-0.07409480052244177,2.1,0.0,12.15101980183913,-0.024926870079028163,8.79,0.0,9.30502182724847,-0.05681835224990728,103187.381146428,0.0,110902.210110781,0.0,305662.596054793,0.0,237856.863733743,0.0,182001.384262501,0.0,94917.4491853418,0.0,150925.969613334,0.0,591214.930006081,0.0,32792.3999409979,0.0,22530.3194404656,0.0,1180600.0,0.0,4.127818860243634,-0.011595476618722067,21.1000108182218,0.0,1.1876207694610383,-0.04420074669975316,4.2235142263474845,-0.07278228647181795,4.485796561856676,-0.07253825702054328,7.370980743082612,0.04503698489909702,7.948324007705206,-0.08357601554890959,1.2458370693096303,-0.024637470786339932,2.8245071283251026,0.006904108259526698,850.456898127562,0.0,2.978093790143427,-0.0444747913902912,0.614926599973078,-0.7885843497340981
1986-06-01,-2352.723410746137,-22.40873683712789,24834.0821327458,0.0,7017.729396464761,49.10612650058829,432.80571957876987,9.50271854485976,202.839793910088,-59.19265170006739,-1065.8119701326814,-0.48749154909614845,514.5364519364167,106.55134718461142,19305.9484907662,0.0,138.19362445617057,41.10048707409706,2313.33,0.0,-35272.967042557844,-187.46692501463986,-2351.3938659036994,-22.447086123849658,23836.1897545938,0.0,7214.557003750699,49.48849317609165,432.80571957876987,9.50271854485976,202.839793910088,-59.19265170006739,-1065.8119701326814,-0.48749154909614845,539.3194459015426,109.49420498267972,20894.2190144932,0.0,138.19362445617057,41.10048707409706,1996.33,0.0,-35272.967042557844,-187.46692501463986,10.263552080260064,-0.03308047376376777,6.369558739052,-0.019590538802980895,10.040038224063974,-0.06941326374770185,10.344314413006538,-0.0350711534810042,9.034580398531515,-0.000655601019637686,12.772487291560616,-0.07539165855656371,2.1,0.0,12.126453016844003,-0.024566784995126767,8.79,0.0,9.248228550702141,-0.05679327654632971,103187.381146428,0.0,110902.210110781,0.0,305662.596054793,0.0,237856.863733743,0.0,182001.384262501,0.0,94917.4491853418,0.0,150925.969613334,0.0,591214.930006081,0.0,32792.3999409979,0.0,22530.3194404656,0.0,1180600.0,0.0,4.115807726244396,-0.0120111339992377,21.1000108182218,0.0,1.1428048913315645,-0.04481587812947385,4.149953540990087,-0.07356068535739713,4.411454020016315,-0.0743425418403616,7.41639604732723,0.04541530424461815,7.8632670740203485,-0.08505693368485723,1.220917938133322,-0.024919131176308396,2.831130343541379,0.006623215216276179,850.456898127562,0.0,2.9323468265725574,-0.0457469635708696,0.5157419232096138,-0.856743992476194
1986-06-08,-2374.9491181552235,-22.22570740908668,24834.0821327458,0.0,7068.03725578043,50.3078593156697,439.66905243283117,6.863332854061298,145.8631369552792,-56.97665695480879,-1066.500270753479,-0.6883006207976905,611.6880376803152,97.15158574389852,19305.9484907662,0.0,178.56795425691828,40.37432980074772,2313.33,0.0,-35449.382162344846,-176.41511978700146,-2373.656441424905,-22.26257552120569,23836.1897545938,0.0,7265.223068238258,50.6660644875592,439.66905243283117,6.863332854061298,145.74536182197104,-57.094432088116946,-1066.500270753479,-0.6883006207976905,639.0543498550696,99.73490395352701,20894.2190144932,0.0,178.56795425691828,40.37432980074772,1996.33,0.0,-35449.382162344846,-176.41511978700146,10.231374912785608,-0.032177167474456425,6.350782937563582,-0.01877580148841762,9.974257805853526,-0.06578041821044778,10.311127346182364,-0.033187066824174494,9.033859352228909,-0.0007210463026066094,12.698851652468107,-0.07363563909250814,2.1,0.0,12.103028913764094,-0.023424103079909386,8.79,0.0,9.192985424756216,-0.05524312594592473,103188.57613760998,1.194991181982914,110902.210110781,0.0,305667.0953793454,4.499324552423786,237859.9998187313,3.136084988305811,182008.0326686777,6.648406176711433,94917.4491853418,0.0,150928.69550785958,2.7258945255889557,591235.0431654282,20.113159347209148,32793.56724149164,1.1673004937401856,22530.3194404656,0.0,1180607.7987421446,7.79874214460142,4.104475204667732,-0.011332521576663979,21.1000108182218,0.0,1.09908515241413,-0.043719738917434414,4.080423013226093,-0.0695305277639946,4.34144573812104,-0.07000828189527475,7.459886745167806,0.0434906978405758,7.7800309613118594,-0.08323611270848907,1.1953037924174768,-0.025614145715845194,2.8347950575607834,0.0036647140194046024,850.456898127562,0.0,2.8886911239858373,-0.043655702586720135,0.4090875823655346,-0.9124951232496106
1986-06-15,-2396.998702907181,-22.049584751957354,24834.0821327458,0.0,7119.501499503018,51.464243722587526,443.992599056367,4.323546623535833,91.01885230224813,-54.84428465303107,-1067.3818027451423,-0.8815319916632234,699.7945699633455,88.10653228303022,19305.9484907662,0.0,218.24352894568676,39.67557468876848,2313.33,0.0,-35615.16252615927,-165.78036381442507,-2395.7414690077594,-22.08502758285431,23836.1897545938,0.0,7317.022267383976,51.799199145718376,443.992599056367,4.323546623535833,90.66997124698716,-55.075390574983885,-1067.3818027451423,-0.8815319916632234,729.3982282909628,90.3438784358932,20894.2190144932,0.0,218.24352894568676,39.67557468876848,1996.33,0.0,-35615.16252615927,-165.78036381442507,10.200066964570556,-0.03130794821505134,6.332791128585311,-0.01799180897827135,9.911973144669089,-0.062284661184436985,10.279753268405123,-0.03137407777724022,9.033075330276658,-0.0007840219522510239,12.626905767953982,-0.07194588451412542,2.1,0.0,12.080704372527002,-0.02232454123709182,8.79,0.0,9.13923395316142,-0.05375147159479532,103190.92102596699,2.34488835700904,110902.210110781,0.0,305675.9242426177,8.82886327226879,237866.15364587787,6.153827146568801,182021.07859777857,13.045929100859212,94917.4491853418,0.0,150934.04443296618,5.348925106605748,591274.5104969757,39.46733154752292,32795.857793403775,2.290551912134106,22530.3194404656,0.0,1180623.1019342765,15.303192131919786,4.093795687497622,-0.010679517170110842,21.1000108182218,0.0,1.0564201889647362,-0.042664963449393856,4.014770561636442,-0.06565245158965105,4.275608159191325,-0.06583757892971498,7.501525463261316,0.04163871809351072,7.698546959353957,-0.08148400195790284,1.169020859125883,-0.026282933291593702,2.8356129119381834,0.0008178543774000069,850.456898127562,0.0,2.8470477668741934,-0.04164335711164391,0.29650828820213576,-0.9550302796390485
1986-06-22,-2418.878811140053,-21.880108232872317,24834.0821327458,0.0,7172.07849048505,52.57699098203193,445.87220043943097,1.8796013830639708,38.226473071438384,-52.79237923080975,-1068.4492743578114,-1.0674716126691237,779.197371558489,79.4028015951435,19305.9484907662,0.0,257.2467166400134,39.00318769432664,2313.33,0.0,-35770.70944554835,-155.54691938908218,-2417.6556485745045,-21.914179566745133,23836.1897545938,0.0,7369.911841389394,52.88957400541767,445.87220043943097,1.8796013830639708,37.53743193912314,-53.13253930786402,-1068.4492743578114,-1.0674716126691237,810.7054595315478,81.307231240585,20894.2190144932,0.0,257.2467166400134,39.00318769432664,1996.33,0.0,-35770.70944554835,-155.54691938908218,10.169595434888036,-0.030471529682520426,6.315553727494075,-0.017237401091235505,9.853052325150825,-0.058920819518263556,10.25012376499361,-0.02962950341151327,9.032230709114376,-0.0008446211622814559,12.5565858736943,-0.07031989425968277,2.1,0.0,12.05943790023288,-0.021266472294122707,8.79,0.0,9.08691784707413,-0.0523161060872912,103194.37241915271,3.4513931857218267,110902.210110781,0.0,305688.91926578985,12.995023172174115,237875.2113381199,9.057692242029589,182040.28063384368,19.202036065107677,94917.4491853418,0.0,150941.9174063675,7.87297340130317,591332.6016546012,58.09115762542933,32799.22920988824,3.3714164844641346,22530.3194404656,0.0,1180645.6263896034,22.524455326842144,4.083744533058277,-0.010051154439344678,21.1000108182218,0.0,1.014770198135394,-0.041649990829342176,3.952849843723583,-0.06192071791285869,4.21378389820917,-0.061824260982154655,7.541382087636158,0.03985662437484194,7.618748950759582,-0.07979800859437436,1.1420943755255781,-0.026926483600304918,2.83369133533956,-0.0019215765986233535,850.456898127562,0.0,2.80734081767231,-0.03970694920188356,0.17963456457640323,-0.98373341064002
1986-06-29,-2440.595838194221,-21.71702705416783,24834.0821327458,0.0,7225.726238263871,53.64774777882121,445.4000809309236,-0.47211950850737594,-12.591431130667399,-50.81790420210578,-1069.6956690020004,-1.2463946441889675,850.2248851340163,71.02751357552734,19305.9484907662,0.0,295.6028904341255,38.356173794112124,2313.33,0.0,-35916.409088227265,-145.6996426789119,-2439.4054272201256,-21.749778645621063,23836.1897545938,0.0,7423.850644033358,53.938802643963754,445.4000809309236,-0.47211950850737594,-13.725571243993862,-51.263003183117,-1069.6956690020004,-1.2463946441889675,883.317049132197,72.61158960064915,20894.2190144932,0.0,295.6028904341255,38.356173794112124,1996.33,0.0,-35916.409088227265,-145.6996426789119,10.13992876077445,-0.029666674113585145,6.299042266067643,-0.01651146142643256,9.797368409877029,-0.05568391527379646,10.222173002952713,-0.02795076204089675,9.031327775504709,-0.0009029336096677554,12.487830611566043,-0.06875526212825633,2.1,0.0,12.039189569751692,-0.020248330481187793,8.79,0.0,9.035982941758036,-0.050934905316093904,103198.88856226785,4.516143115135492,110902.210110781,0.0,305705.92323528044,17.003969490586314,237887.06331564224,11.851977522339439,182065.4064709493,25.125837105617393,94917.4491853418,0.0,150952.21918095785,10.301774590363493,591408.6138524134,76.01219781220425,32803.64070360259,4.411493714353128,22530.3194404656,0.0,1180675.0996076264,29.473218023078516,4.074298029548475,-0.009446503509801474,21.1000108182218,0.0,0.9740968790723883,-0.04067331906300575,3.894520039348396,-0.05832980437518698,4.155821509213894,-0.057962388995276726,7.579523867112095,0.038141779475936666,7.540573313137436,-0.07817563762214608,1.114548626533896,-0.027545748991682162,2.8291337025189485,-0.004557632820611612,850.456898127562,0.0,2.76949720438339,-0.03784361328891972,0.060159133014465266,-0.9981887991331839
1986-07-06,-2462.155938076463,-21.560099882241957,24834.0821327458,0.0,7280.404336922592,54.678098658720955,442.6649847156185,-2.7350962153050773,-61.5093687959277,-48.9179376652603,-1071.1142348651858,-1.4185658631854494,913.1931592951792,62.96827416116287,19305.9484907662,0.0,333.3364659469902,37.73357551286466,2313.33,0.0,-36052.63304954449,-136.2239613172278,-2460.997008753003,-21.59158153287717,23836.1897545938,0.0,7478.799081782309,54.94843774895162,442.6649847156185,-2.7350962153050773,-63.189586835574566,-49.464015591580704,-1071.1142348651858,-1.4185658631854494,947.5611345140503,64.24408538185332,20894.2190144932,0.0,333.3364659469902,37.73357551286466,1996.33,0.0,-36052.63304954449,-136.2239613172278,10.111036570321444,-0.02889219045300706,6.28322935035632,-0.015812915711322262,9.744799251517405,-0.05256915835962417,10.195837633551308,-0.026335369401405018,9.030368729917374,-0.0009590455873347281,12.420580938847074,-0.06724967271896887,2.1,0.0,12.019920960637563,-0.01926860911412831,8.79,0.0,8.986377116429157,-0.049605825328878694,103204.4292760697,5.540713801849051,110902.210110781,0.0,305726.7848700961,20.861634815635625,237901.6041337171,14.540818074863637,182096.23256943314,30.826098483841633,94917.4491853418,0.0,150964.858103862,12.638922904152423,591501.8708247435,93.25697233015671,32809.05302634941,5.4123227468153345,22530.3194404656,0.0,1180711.2593708849,36.159763258416206,4.0654333599519505,-0.008864669596524877,21.1000108182218,0.0,0.9343633762372472,-0.0397335028351411,3.839645642339303,-0.05487439700909302,4.101575261186754,-0.05424624802713929,7.616015512817563,0.03649164570546759,7.463958824941186,-0.07661448819624983,1.086406980656192,-0.028141645877703958,2.822039487296251,-0.007094215222697375,850.456898127562,0.0,2.7334466124444927,-0.03605059193889737,-0.060187603544767716,-0.9981870828554825
1986-07-13,-2483.5650325668857,-21.40909449042283,24834.0821327458,0.0,7336.073905295909,55.669568373316906,437.7523071411121,-4.912677574506404,-108.59903677498332,-47.08966797905562,-1072.6984749202243,-1.5842400550384355,968.4063162847068,55.21315698952765,19305.9484907662,0.0,370.4709374534566,37.13447150646641,2313.33,0.0,-36179.73890238247,-127.10585283797991,-2482.4363628755373,-21.439354122534496,23836.1897545938,0.0,7534.719055198301,55.91997341599199,437.7523071411121,-4.912677574506404,-110.92250116001453,-47.73291432443997,-1072.6984749202243,-1.5842400550384355,1003.7534705539915,56.19233603994121,20894.2190144932,0.0,370.4709374534566,37.13447150646641,1996.33,0.0,-36179.73890238247,-127.10585283797991,10.082889637730416,-0.028146932591027962,6.268088620144377,-0.015140730211943065,9.695227312074898,-0.04957193944250626,10.171056698576429,-0.024780934974879543,9.029355689785495,-0.0010130401318786397,12.354780040842522,-0.06580089800455191,2.1,0.0,12.00159510227278,-0.018325858364782732,8.79,0.0,8.93805021712556,-0.04832689930359635,103210.95589751341,6.526621443714248,110902.210110781,0.0,305751.35859796,24.573727863898966,237918.73232666307,17.128192945965566,182132.54382509182,36.311255658685695,94917.4491853418,0.0,150979.7459808038,14.887876941793365,591611.7218253822,109.85100063867867,32815.42841099531,6.37538464590034,22530.3194404656,0.0,1180753.853356917,42.593986032065004,4.057128568271921,-0.008304791680029844,21.1000108182218,0.0,0.8955342248665435,-0.03882915137070364,3.788096259965189,-0.05154938237411422,4.0509049223927684,-0.05067033879398597,7.650919293951608,0.03490378113404535,7.388846574871548,-0.07511225006963862,1.057691924567428,-0.0287150560887639,2.812504409762299,-0.009535077533952219,850.456898127562,0.0,2.6991213806724255,-0.034325231772067255,-0.1796626227584346,-0.9837282866643413
1986-07-20,-2504.828819982193,-21.263787415307434,24834.0821327458,0.0,7392.697529432309,56.623624136400394,430.7442210890388,-7.008086052073338,-153.9294263769271,-45.33038960194378,-1074.4421373108087,-1.7436623905844044,1016.1570020342269,47.75068574952013,19305.9484907662,0.0,407.02891265195905,36.55797519850245,2313.33,0.0,-36298.07072630724,-118.33182392476738,-2503.7292340183394,-21.29287114280214,23836.1897545938,0.0,7591.573902558034,56.85484735973296,430.7442210890388,-7.008086052073338,-156.9896387936052,-46.06713763359066,-1074.4421373108087,-1.7436623905844044,1052.1978968504736,48.444426296482106,20894.2190144932,0.0,407.02891265195905,36.55797519850245,1996.33,0.0,-36298.07072630724,-118.33182392476738,10.055459840063095,-0.027429797667320344,6.253594709941205,-0.014493910203172256,9.6485394889486,-0.046687823126298156,10.147771540125051,-0.023285158451377796,9.028290692639056,-0.0010649971464395946,12.290373246808278,-0.06440679403424454,2.1,0.0,11.98417641915728,-0.01741868311550121,8.79,0.0,8.890953982487662,-0.04709623463789825,103218.43122253696,7.475325023551704,110902.210110781,0.0,305779.5043398889,28.145741928950883,237938.35025769236,19.617931029293686,182174.13325086187,41.589425770042,94917.4491853418,0.0,150996.797945593,17.051964789192425,591737.5406645808,125.81883919856045,32822.730515581774,7.302104586466157,22530.3194404656,0.0,1180802.6387648624,48.785407945513725,4.04936252703979,-0.00776604123213076,21.1000108182218,0.0,0.8575752984898176,-0.03795892637672593,3.7397464199753836,-0.04834983998980524,4.003675552860564,-0.04722936953220458,7.684295129932171,0.03337583598056337,7.315179874697145,-0.07366670017440313,1.0284250963887906,-0.02926682817863746,2.8006205779290076,-0.011883831833291225,850.456898127562,0.0,2.666456401136205,-0.032664979536220606,-0.2965355276597622,-0.9550218221776644
1986-07-27,-2525.952783608269,-21.123963626075692,24834.0821327458,0.0,7450.23920722751,57.541677795200485,421.7197985775616,-9.024422511477155,-197.56692546521245,-43.63749908828535,-1076.3392060997392,-1.8970687889304827,1056.7268192326133,40.56981719838632,19305.9484907662,0.0,443.0321461202311,36.00323346827207,2313.33,0.0,-36407.95961675022,-109.88889044297684,-2524.8811498410523,-21.15191582271291,23836.1897545938,0.0,7649.328345599464,57.75444304143002,421.7197985775616,-9.024422511477155,-201.45385923427474,-44.46422044066955,-1076.3392060997392,-1.8970687889304827,1093.1867873566725,40.98889050619891,20894.2190144932,0.0,443.0321461202311,36.00323346827207,1996.33,0.0,-36407.95961675022,-109.88889044297684,10.028720115624173,-0.026739724438922252,6.239723211444528,-0.013871498496676793,9.604626947560293,-0.04391254138830725,10.125925713799937,-0.021845826325114004,9.027175699120118,-0.0011149935189376237,12.227307949047187,-0.06306529776109038,2.1,0.0,11.967630678262703,-0.01654574089457661,8.79,0.0,8.845041972339267,-0.04591201014839541,103226.81945100521,8.38822846824769,110902.210110781,0.0,305811.08730289916,31.582963010238018,237960.36397442437,22.013716732006287,182220.80167051218,46.668419650319265,94917.4491853418,0.0,151015.9323345371,19.134388944105012,591878.7247823926,141.1841178118484,32830.924369544955,8.193853963181027,22530.3194404656,0.0,1180857.3819561582,54.743191295769066,4.042114906049933,-0.007247620989857317,21.1000108182218,0.0,0.8204537584279549,-0.037121540061862746,3.6944753849211516,-0.04527103505423202,3.9597573046931815,-0.04391824816738232,7.716200679067071,0.0319055491348994,7.2429041753651555,-0.07227569933198907,0.9986273177085889,-0.029797778680201725,2.786476624034244,-0.014143953894763861,850.456898127562,0.0,2.6353890228079155,-0.03106737832828932,-0.4091136085805256,-0.9124834547947818
