,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BACK_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,BCA_BP6_USD,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,FIGB_PA,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,NYGDPMKTPSACD,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,PCPI_PC_CP_A_PT,Year sin,Year cos
,CA,CA,CN,CN,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,CA,CA,CN,CN,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,CA,CA,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,CA,CA,CN,CN,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,CA,CA,CN,CN,DE,DE,FR,FR,GB,GB,IN,IN,IT,IT,JP,JP,KR,KR,RU,RU,US,US,,
,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,value,increment,,
period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-19,-2906.05087221628,17.250745560232644,24834.0821327458,0.0,-3739.6459832626842,11.955588770886152,9165.579635335052,37.00585156893794,-3014.1822197180268,-33.60764488551331,-1630.3113241691178,10.02635723771732,5478.430125280134,-61.637851979597144,24377.81273116442,36.39689744523639,7291.336750967357,68.78505088968177,-1126.0193398221431,104.78500979451132,-44560.82136695406,-302.1841164097932,-2875.2514231057153,17.312886136662655,23836.1897545938,0.0,-3623.6020330932674,21.89474551371086,8865.482376577798,34.54544434564923,-2996.7201739909096,-33.3465903834458,-1630.3113241691178,10.02635723771732,4794.313075861478,-55.680326457089905,26859.601643087615,52.04443703826473,7152.370507463309,69.58515689483374,-1150.9657433347868,105.16197905498348,-44529.61258858656,-301.3890000984611,5.777060683609556,-0.013554200477686074,4.975886843874716,-0.020454946258392503,5.011381381889753,-0.019662014976068676,6.096129442811633,-0.027899754059839132,7.56599770441189,-0.002389901017454399,5.596740884230715,-0.03393381618831892,2.1,0.0,13.172943609707273,-0.06571767657115224,8.79,0.0,5.663395143965575,-0.01890064990341145,161549.84888867187,-94.2120925168274,250400.98419577786,382.40194907726254,555821.915149602,505.4823350304505,371165.7561613965,476.0073474754463,405784.9077329249,420.68955873162486,102714.37899370145,65.84794632368721,312542.82661574014,385.51516317692585,1066606.1406716977,461.7279533701949,107184.21221624083,-212.80779568475555,96349.41332165521,-943.6958901371981,2226101.9678295497,2529.144605880603,1.2005586274246218,-0.003073858955934705,0.991469235516451,-0.054007270098490934,1.176425264921144,-0.015101542880619157,0.7857268335686346,-0.012552971220959663,1.9836848231091282,-0.005798620209482186,10.355070565294845,0.17360948438873258,2.025141293718641,-0.008833415005243594,1.7972416158599644,-0.014746358842302687,7.67414066575706,0.0014651062694950312,23.100499150140195,0.7359512934561714,1.6715380460284486,-0.007752469791612704,-0.2815743419863491,-0.9595394155192138
1998-07-26,-2887.496438695304,18.55443352097609,24834.0821327458,0.0,-3728.4638812541702,11.182102008513993,9203.729366232788,38.149730897735935,-3046.5478552842337,-32.36563556620695,-1618.9547750768663,11.356549092251498,5416.292681489429,-62.13744379070522,24412.283251436296,34.47052027187601,7353.9508125022685,62.61406153491134,-1015.6855711332023,110.33376868894084,-44864.195667025255,-303.3743000711984,-2856.612829026648,18.63859407906739,23836.1897545938,0.0,-3602.2857100849933,21.31632300827414,8900.981929764617,35.49955318681896,-3029.0866349001058,-32.36646090919612,-1618.9547750768663,11.356549092251498,4738.037424731319,-56.27565113015862,26910.22537608358,50.62373299596584,7216.052985077947,63.68247761463772,-1040.2629845579565,110.70275877683025,-44832.12147732279,-302.508888736229,5.763813110643158,-0.013247572966398558,4.955362812030387,-0.020524031844328938,4.991631141063724,-0.01975024082602861,6.06813663364893,-0.027992809162703303,7.563607803394433,-0.0023899010174570634,5.563203492372953,-0.03353739185776217,2.1,0.0,13.10271932254851,-0.07022428715876394,8.79,0.0,5.644323629098949,-0.01907151486662606,161453.37940796895,-96.46948070291546,250785.84144838774,384.8572526098869,556352.464013909,530.5488643069984,371657.48288094706,491.7267195505556,406205.2883341409,420.3806012159912,102781.9941041396,67.61511043814244,312940.9452939552,398.1186782150762,1067184.4986934583,578.3580217605922,106998.49699000761,-185.7152262332238,95374.17528473366,-975.2380369215534,2228643.3745671823,2541.406737632584,1.1978354660122101,-0.00272316141241169,0.9374514568258508,-0.054017778690600204,1.161107931811425,-0.015317333109718945,0.7728955677905682,-0.01283126577806637,1.9777626205329943,-0.00592220257613385,10.534430654746679,0.17936008945183346,2.0161101208739547,-0.009031172844686353,1.7814889322811922,-0.015752683578772242,7.673197936019907,-0.0009427297371527033,23.871495857739,0.7709967075988047,1.6642646318258445,-0.007273414202604078,-0.39480345929411254,-0.9187656004277707
1998-08-02,-2867.6875129856876,19.808925709616233,24834.0821327458,0.0,-3718.0260778283155,10.437803425854781,9242.97981120163,39.2504449688422,-3077.718349807334,-31.170494523100388,-1606.3182300491194,12.636545027746934,5353.67449840879,-62.61818308063903,24444.900088013055,32.61683657675894,7410.626752205231,56.67593970296275,-900.0124306779237,115.6731404552786,-45168.71523816685,-304.5195711415945,-2836.698553719983,19.914275306664877,23836.1897545938,0.0,-3581.525982317799,20.759727767194363,8937.399587685393,36.41765792077604,-3060.509952352948,-31.423317452842184,-1606.3182300491194,12.636545027746934,4681.188914010095,-56.84851072122456,26959.48201651054,49.256640426960075,7274.055526026736,58.00254094878892,-924.2285320865193,116.03445247143725,-45135.70799474819,-303.5865174253995,5.7508605943385644,-0.012952516304593154,4.934772301603363,-0.020590510427023645,4.9717960036650934,-0.019835137398630742,6.040054280896679,-0.028082352752250905,7.561217902376974,-0.0023899010174588398,5.530047565437046,-0.03315592693590652,2.1,0.0,13.028158485579025,-0.0745608369694839,8.79,0.0,5.625087697003571,-0.019235932095377883,161354.73772353976,-98.64168442919618,251173.06135156672,387.2199031789787,556907.1335007272,554.6694868182531,372164.3357887208,506.8529077737476,406625.3716366155,420.0833024745807,102851.30969325388,69.31558911428147,313351.1918828674,410.2465889122104,1067875.085648953,690.586955494713,106838.85197211456,-159.6450178930536,94368.58537071774,-1005.5899140159163,2231196.580714614,2553.2061474318616,1.1954497682737546,-0.002385697738455539,0.883423566093787,-0.05402789073206382,1.145582951500119,-0.015524980311306003,0.7597965091367956,-0.013099058653772588,1.9717214990757428,-0.006041121457251553,10.719324345296965,0.18489369055028604,2.0068886527498044,-0.009221468124150256,1.7647678984843074,-0.016721033796884832,7.669938232012207,-0.003259704007700037,24.676215511022217,0.8047196532832182,1.6574521956428525,-0.006812436182991988,-0.5023145050507841,-0.8646849935182094
1998-08-09,-2846.671434415305,21.016078570382433,24834.0821327458,0.0,-3708.304486246152,9.721591582163455,9283.289433861539,40.3096226599082,-3107.7388029493327,-30.020453141998587,-1592.449990819292,13.868239229827395,5290.593717143498,-63.08078126529199,24475.733191222815,30.83310320975943,7461.588650145376,50.96189794014481,-779.2014041833388,120.8110264945849,-45474.3368626026,-305.62162443574925,-2815.55673609997,21.14181762001317,23836.1897545938,0.0,-3561.301846197682,20.224136120116782,8974.700704878467,37.30111719307388,-3091.025716668544,-30.515764315596243,-1592.449990819292,13.868239229827395,4623.789161040864,-57.399752969230576,27007.42315276733,47.94113625678801,7326.5924675423485,52.53694151561285,-803.0635819089506,121.1649501775687,-45440.33147562922,-304.6234808810259,5.7381920004821225,-0.012668593856441923,4.914117821219409,-0.020654480383954343,4.951879173338109,-0.019916830326984325,6.011885763558259,-0.028168517338420074,7.5588280013595135,-0.002389901017460616,5.497258708520285,-0.03278885691676159,2.1,0.0,12.949424742187903,-0.0787337433911226,8.79,0.0,5.605693552103167,-0.01939414490040381,161254.0058053363,-100.73191820346983,251562.55474868955,389.4933971228311,557485.0133978867,577.8798971594078,372685.7440851622,521.4082964413683,407045.16885916906,419.79722255357774,102922.26159203767,70.9518987837946,313773.10872546927,421.9168426018441,1068673.6664840786,798.5808351256419,106704.29338111485,-134.55859099970257,93333.78893346008,-1034.796437257668,2233761.1410110975,2564.560296483338,1.1933887997309929,-0.002060968542761721,0.82938594490673,-0.05403762118705702,1.1298581597306825,-0.01572479176943653,0.7464397629988527,-0.01335674613794291,1.9655659462423214,-0.006155552833421396,10.909542821809914,0.19021847651294976,1.9974840703001322,-0.009404582449672239,1.747115055986975,-0.017652842497332344,7.664448986725301,-0.005489245286906197,25.513385546001764,0.8371700349795468,1.6510833420825062,-0.0063688535603463325,-0.6025503605491093,-0.7980808624457414
1998-08-16,-2824.4937559222976,22.177678493007534,24834.0821327458,0.0,-3699.2720796456533,9.032406600498689,9324.618265243038,41.328831381499185,-3136.652612498195,-28.913809548862446,-1577.396536413878,15.053454405413959,5227.067794228823,-63.52592291467499,24504.849871758666,29.11668053585163,7507.052130540166,45.46348039479017,-653.4463741414969,125.7550300418419,-45781.01895341575,-306.68209081314853,-2793.2336985180564,22.323037581913468,23836.1897545938,0.0,-3541.5930907190923,19.708755478589865,9012.85194325809,38.151238379623464,-3120.6681751350925,-29.642458466548305,-1577.396536413878,15.053454405413959,4565.858967417891,-57.93019362297309,27054.09842652074,46.6752737534116,7373.87005866,47.277591117651355,-676.9617377122742,126.10184419667644,-45745.95278926941,-305.62131364019297,5.725796615019184,-0.012395385462938613,4.8934017848391616,-0.020716036380247438,4.931883732834784,-0.019995440503325135,5.9836343331274895,-0.028251430430769275,7.556438100342052,-0.0023899010174615043,5.464823069923831,-0.03243563859645349,2.1,0.0,12.866675560541998,-0.08274918164590517,8.79,0.0,5.5861471646922665,-0.019546387410900756,161151.2625301047,-102.74327523159445,251954.23584753193,391.6810988423822,558085.2278408459,600.2144429592881,373221.1585103215,535.4144251593389,407464.6907972704,419.5219381013303,102994.78805295627,72.52646091859788,314206.25543482904,433.14670935977483,1069576.1659580946,902.4994740160182,106593.87455938992,-110.41882172493206,92270.88810591317,-1062.9008275469096,2236336.626998178,2575.4859870807268,1.1916403064520116,-0.0017484932789813001,0.7753389604516606,-0.05404698445506939,1.113941096558139,-0.015917063172543378,0.7328350534327461,-0.013604709566106599,1.9593002801978683,-0.006265666044453111,11.10488514896618,0.19534232715626487,1.9879032834994863,-0.00958078680064589,1.7285655673816644,-0.018549488605310582,7.656814333792365,-0.007634652932935637,26.381781419972118,0.8683958739703534,1.6451413321779131,-0.0059420099045930375,-0.6940592761141022,-0.7199178572864882
1998-08-23,-2801.19831146601,23.29544445628744,24834.0821327458,0.0,-3690.90285104638,8.369228599273356,9366.927844639653,42.309579396614936,-3164.5015385895113,-27.848926091316116,-1561.2025919338428,16.19394448003527,5163.113527462854,-63.954266765968896,24532.31490028755,27.46502852888443,7547.224680844144,40.172550303977914,-522.9339067239927,130.51246741750424,-46088.72149300715,-307.70253959140246,-2769.774015312426,23.459683205630427,23836.1897545938,0.0,-3522.3802675559346,19.212823163157736,9051.82122277949,38.969279521399585,-3149.470282690292,-28.802107555199655,-1561.2025919338428,16.19394448003527,4507.4183497696185,-58.440617648272564,27099.555606167134,45.45717964639334,7416.086765432443,42.2167067724431,-546.1092973840038,130.8524403282704,-46052.534281602406,-306.5814923329963,5.713664128199054,-0.01213248682013024,4.872626515330406,-0.0207752695087553,4.911812648576867,-0.020071084257916816,5.955303118400307,-0.028331214727182363,7.554048199324589,-0.0023899010174632807,5.432727320654467,-0.03209574926936387,2.1,0.0,12.780062466613188,-0.08661309392880945,8.79,0.0,5.566454279771264,-0.019692884921002296,161046.5837981102,-104.67873199449969,252348.022093312,393.78624578006566,558706.9340165561,621.706175710191,373770.05053103954,548.8920207180199,407883.94783901196,419.25704174157,103068.82965857063,74.04160561435856,314650.2082423899,443.9528075608541,1070578.6626129295,1002.4966548348311,106506.68457225013,-87.1899871397909,91180.94343110682,-1089.9446748063492,2238922.626385645,2585.9993874668144,1.1901924969174231,-0.0014478095345884512,0.7212829660594472,-0.054055994392213425,1.0978390175071342,-0.016102079051004914,0.7189917375489725,-0.013843315883773633,1.9529286561578945,-0.006371624039973822,11.305157973911298,0.20027282494511844,1.9781529415686578,-0.009750341930828466,1.709153268370564,-0.01941229901110053,7.647115231992497,-0.009699101799868437,27.280224799386453,0.8984433794143349,1.6396100586213092,-0.005531273556603988,-0.7755158972827764,-0.6313280391854066
1998-08-30,-2776.8272808941133,24.37103057189688,24834.0821327458,0.0,-3683.17177486338,7.731076182999914,9410.181162692323,43.25331805266978,-3191.325765504698,-26.824226915186955,-1543.9111947404929,17.291397193349894,5098.747080764508,-64.36644669834641,24558.190603300303,25.875703012752638,7582.305958796586,35.08127795244218,-387.8435278695303,135.09037885446236,-46397.40597387574,-308.6844808685928,-2745.2205787707667,24.553436541659266,23836.1897545938,0.0,-3503.644662281211,18.73560527472364,9091.577673965618,39.75645118612738,-3177.4637506892896,-27.993467998997403,-1543.9111947404929,17.291397193349894,4448.486569380021,-58.93178038959741,27143.840657521865,44.28505135473097,7453.433564627421,37.3467991949783,-410.6855287026899,135.42376868131385,-46360.03971946998,-307.5054378675777,5.701784619318227,-0.011879508880826783,4.85179424790554,-0.020832267424866657,4.891668775045665,-0.02014387353120206,5.926895130104877,-0.02840798829543001,7.5516582983071245,-0.002389901017464169,5.400958634699851,-0.03176868595461624,2.1,0.0,12.68973126841215,-0.09033119820103863,8.79,0.0,5.54662042554809,-0.019833854223174185,160940.04264545706,-106.54115265313885,252743.83404652268,395.81195321067935,559349.320916234,642.3868996779202,374331.9115588047,561.861027765146,408302.9499804828,419.00214147084625,103144.32923360918,75.49957503855694,315104.5593708612,454.35112847131677,1071677.3829700619,1098.720357132377,106441.8468598998,-64.83771235033055,90064.97543157909,-1115.9679995277256,2241518.7424414074,2596.1160557623953,1.189034024570835,-0.0011584723465880575,0.6672183017277179,-0.054064664331729295,1.0815589043089309,-0.016280113198203328,0.7049188193595194,-0.01407291818945311,1.9464550725373253,-0.006473583620569157,11.510175240124932,0.20501726621363403,1.9682394428144465,-0.009913498754211325,1.6889107178369107,-0.020242550533653203,7.635429585056523,-0.01168564693597407,28.2075818161148,0.9273570167283474,1.6344740219278642,-0.005136036693444979,-0.8457404603596101,-0.5335944843331072
1998-09-06,-2751.4212523619135,25.406028532199798,24834.0821327458,0.0,-3676.054769873397,7.117004989982888,9454.342606621576,44.16144392925344,-3217.163961137195,-25.83819563249699,-1525.5637581437645,18.347436596728357,5033.984008093497,-64.76307267101038,24582.536955344694,24.346352044391097,7612.488087882455,30.182129085868837,-248.34798895308936,139.49553891644095,-46707.0353416337,-309.6293677579597,-2719.614662603873,25.60591616689362,23836.1897545938,0.0,-3485.368266672716,18.276395608495022,9132.091592225348,40.51391825973042,-3204.6790938323184,-27.215343143028804,-1525.5637581437645,18.347436596728357,4389.082160692166,-59.40440868785481,27186.997811841225,43.157154319360416,7486.0942263421975,32.660661714776325,-270.86293462505125,139.82259407763866,-46668.434237002904,-308.3945175329209,5.690148542039371,-0.011636077278855517,4.830907133429321,-0.020887114476218827,4.871454859006206,-0.020213916039459434,5.898413265356985,-0.02848186474789216,7.549268397289659,-0.002389901017465945,5.369504670048104,-0.03145396465174688,2.1,0.0,12.595822271760479,-0.0939089966516704,8.79,0.0,5.526650921619051,-0.019969503929038623,160831.70935217012,-108.33329328693799,253141.59526537414,397.7612188514613,560011.6081352017,662.2872189676855,374906.25219712453,574.3406383198453,408721.7068405611,418.75686007831246,103221.23176035786,76.90252674867224,315568.9164307746,464.35705991339637,1072868.695946386,1191.3129763242323,106398.51794027141,-43.328919628387666,88923.96611958364,-1141.0093119954545,2244124.5934043983,2605.850962990895,1.1881539710277946,-0.0008800535430404377,0.6131452946240016,-0.05407300710371632,1.0651074752332346,-0.0164514290756963,0.6906249631023367,-0.014293856257182713,1.9398833768675037,-0.006571695669821631,11.719757912087516,0.2095826719625844,1.9581689440981118,-0.010070498716334697,1.6678692460268387,-0.021041471810071988,7.621832356951843,-0.013597228104679893,29.162761389503814,0.9551795733890138,1.6297183074989687,-0.004755714428895441,-0.9037158793316576,-0.4281327007410306
1998-09-13,-2725.0192823962143,26.40196996569921,24834.0821327458,0.0,-3669.528663578582,6.526106294815236,9499.377907526406,45.035300904830365,-3242.0533342146496,-24.889373077454366,-1506.2001326871816,19.363625456582895,4968.839276467659,-65.14473162583818,24605.411667778022,22.87471243332766,7637.955941643886,25.467853761430888,-104.61352242983887,143.7344665232505,-47017.573940172,-310.53859853829636,-2692.9959830240164,26.61867957985669,23836.1897545938,0.0,-3467.5337520638,17.834514608915924,9173.33439389553,41.24280167018151,-3231.1456753214898,-26.466581489171404,-1506.2001326871816,19.363625456582895,4329.222958736178,-59.85920195598828,27229.069631277493,42.071819436267106,7514.245585953386,28.151359611188127,-126.80750856226994,144.0554260627813,-46977.68428402513,-309.25004702222213,5.678746710264301,-0.01140183177507037,4.809967241601799,-0.02093989182752143,4.851173543572009,-0.020281315434196756,5.869860311947288,-0.028552953409697324,7.546878496272192,-0.0023899010174668334,5.338353550423648,-0.03115111962445649,2.1,0.0,12.49847048792046,-0.09735178384001841,8.79,0.0,5.506550886840974,-0.020100034778077536,160721.65154619786,-110.05780597226112,253541.23219267238,399.63692729824106,560693.0447180144,681.4365828126902,375492.601517299,586.3493201744859,409140.2276751485,418.520834587398,103299.48429724264,78.25253688478551,316042.9018398116,473.9854090369772,1074149.1074808005,1280.4115344143938,106375.88616080942,-22.631779461997212,87758.86045030791,-1165.1056692757265,2246739.8119196272,2615.2185152289458,1.1875418299183569,-0.0006121411094377471,0.5590642595698827,-0.054081035054118876,1.0484911950301392,-0.016616280203095357,0.6761185060629993,-0.014506457039337395,1.933217271489911,-0.006666105377592713,11.93373371033683,0.21397579824931334,1.9479473699465262,-0.010221574151585644,1.646059000913043,-0.021810245113795812,7.6063956828169,-0.015436674134942763,30.144713611754973,0.9819522222511594,1.625328563551055,-0.0043897439479136935,-0.9486024766680059,-0.31647012696196997
1998-09-20,-2697.6589536926194,27.36032870359486,24834.0821327458,0.0,-3663.5711579149656,5.957505663616303,9545.254089671887,45.876182145480925,-3266.029689361781,-23.97635514713147,-1485.8586651201724,20.341467567009204,4903.327288111704,-65.51198835595551,24626.870274170516,21.458606392494403,7658.887417262933,20.931475619046978,43.19991216788876,147.81343459772762,-47328.98745889514,-311.4135187231441,-2665.4027575184796,27.593225505536793,23836.1897545938,0.0,-3450.124443699762,17.40930836403777,9215.278573941805,41.944180046275505,-3256.8917503135544,-25.746074992064678,-1485.8586651201724,20.341467567009204,4268.926125522174,-60.29683321400444,27270.097071863987,41.02744058649478,7538.057805804514,23.812219851128248,21.321019976780743,148.12852853905068,-47287.757576404976,-310.0732923798496,5.667570284540041,-0.011176425724260142,4.788976564021138,-0.0209906775806612,4.830827372116461,-0.020346171455547513,5.841238952466797,-0.028621359480490938,7.544488595254723,-0.0023899010174686097,5.307493847712243,-0.030859702711405035,2.1,0.0,12.39780583338977,-0.10066465453069107,8.79,0.0,5.486325246906273,-0.020225639934700723,160609.93430349065,-111.71724270720733,253942.67404696654,401.44185429415666,561392.9080471684,699.8633291539736,376090.5063615222,597.9048442231724,409558.5213908672,418.29371571866795,103379.03590048486,79.55160324221652,316526.15226404293,483.25042423134437,1075515.255363566,1366.1478827656247,106373.17049735661,-2.715663452807348,86570.5677202531,-1188.292730054818,2249364.0444945577,2624.2325749304146,1.1871874913393665,-0.00035433857899036525,0.5049754995068859,-0.05408876006299679,1.0317162844969052,-0.01677491053323399,0.6614074709125319,-0.014711035150467344,1.9264603190350291,-0.006756952454881837,12.151936856522427,0.21820314618559777,1.937580421319511,-0.01036694862701526,1.6235089928088717,-0.022550008104171182,7.589188975709439,-0.017206707107461305,31.152428194231973,1.007714582477,1.6212909798772934,-0.004037583673761613,-0.9797501446525119,-0.2002240096826105
1998-09-27,-2669.3764307318042,28.282522960815186,24834.0821327458,0.0,-3658.1607962549565,5.41036166000913,9591.939421690447,46.685332018560075,-3289.127480085394,-23.09779072361289,-1464.5762551450173,21.282409975155133,4837.461901770163,-65.86538634154022,24646.96621248599,20.095938315473177,7675.453698820442,16.566281557508773,194.93839151652833,151.73847934863957,-47641.24288194711,-312.2554230519672,-2636.8717614052125,28.530996113267065,23836.1897545938,0.0,-3433.124296061928,17.00014763783429,9257.897665255641,42.61909131383618,-3281.9445077329306,-25.05275741937612,-1464.5762551450173,21.282409975155133,4208.208175437248,-60.71795008492518,27310.119544123343,40.02247225935571,7557.6946270186045,19.63682121409056,173.36894901186423,152.04792903508348,-47598.6230482799,-310.86547187492397,5.656610758977883,-0.010959525562157957,4.767937017130852,-0.021039546890285976,4.810418792036595,-0.020408580079866567,5.812551768276674,-0.028687184190122395,7.542098694237254,-0.002389901017469498,5.276914565049246,-0.030579282662996476,2.1,0.0,12.293953322156732,-0.10385251123303796,8.79,0.0,5.465978741632182,-0.020346505274090987,160496.6202443026,-113.31405918803648,254345.852717804,403.1786708374566,562110.5027737451,717.5947265767027,376699.5306722828,609.0243107606075,409976.59655824053,418.07516737334663,103459.83754871249,80.8016482276289,317018.3180802538,492.1658162108506,1076963.9042607825,1448.6488972164225,106389.61939836547,16.44890100885823,85359.96291284479,-1210.6048074083083,2251996.9509759927,2632.906481435057,1.1870812268934487,-0.00010626444591776973,0.4508793059447801,-0.05409619356210582,1.0147887296837266,-0.016927554813178647,0.6464995775796564,-0.014907893332875566,1.9196159476944539,-0.00684437134057525,12.374207828080676,0.22227097155824893,1.927073584046327,-0.010506837273184022,1.6002471372988671,-0.023261855510004592,7.570279029326536,-0.018909946382902554,32.18493297239798,1.0325047781660075,1.6175922674107348,-0.003698712466558618,-0.9967077611128883,-0.0810779805948175
1998-10-04,-2640.2065132970606,29.16991743474364,24834.0821327458,0.0,-3653.2769316550216,4.8838645999348955,9639.403369624612,47.463947934164025,-3311.379859759961,-22.252379674567237,-1442.388410022401,22.18784512261618,4771.2564532160795,-66.20544855408389,24665.7509041613,18.78469167531148,7687.81951062062,12.365811800178562,350.453800719819,155.5154092032907,-47954.30843935322,-313.0655574061093,-2607.4383822543177,29.43337915089478,23836.1897545938,0.0,-3416.517869122893,16.606426939034918,9301.166199487321,43.26853423167995,-3306.33011050689,-24.385602773959363,-1442.388410022401,22.18784512261618,4147.084999684079,-61.12317575316956,27349.174971388664,39.05542726532076,7573.313611808376,15.618984789771275,329.1883766374698,155.81942762560556,-47910.25080608404,-311.62775780414086,5.6458599486660495,-0.010750810311833447,4.746850445055833,-0.02108657207501885,4.789950158374837,-0.020468633661757885,5.783801243328228,-0.0287505249484461,7.539708793219783,-0.002389901017470386,5.24660512054604,-0.030309444503206606,2.1,0.0,12.187033250700683,-0.10692007145604876,8.79,0.0,5.445515931974903,-0.020462809657279202,160381.76962585948,-114.85061844313168,254750.70266493782,404.8499471338291,562845.1597884079,734.6570146627491,377319.25484707,619.7241747872322,410394.461424376,417.8648661354673,103541.84207041668,82.00452170419157,317519.0628585581,500.7447783043026,1078491.9409266217,1528.036665839143,106424.50967272422,34.89027435875323,84127.88799326612,-1232.074919578663,2254638.204046706,2641.2530707134865,1.1872136752925626,0.0001324483991138603,0.39677595939296567,-0.054103346551814424,0.9977142907521107,-0.017074438931615865,0.6314022546750295,-0.015097322904626842,1.912687456294061,-0.006928491400392867,12.600393122167324,0.22618529408664756,1.916432136943811,-0.0106414471025158,1.5763002965492872,-0.02394684074957998,7.549730116848397,-0.02054891247813906,33.2412924671704,1.0563594947724226,1.6142196385586545,-0.0033726288520803394,-0.9992297231751571,0.03924232820945749
